Ticker,IndexMarketCap,Income,Sales,Booksh,Cashsh,Dividend,Dividend_Percentage,Employees,Recom,PriceToEarnings,ForwardPTE,PEGPriceToSales,PriceToBook,PutCallRatio,PFCF,QuickRatio,CurrentRatio,DebtEquity,LdDebtEquity,SMA20,SMA50,SMA200,ROA,ROE,ROI,GrossMargin,OperationalMargin,ProfitMargin,Payout,SHSOutstanding,ShsFloat,ShoartFloat,ShortRatio,TargetPrice,52WH,52WL,AVGVol,Vol,PerformaceHalfYear,PerformanceYear,PerformanceYTD,,,,
[['IRBT'], '-', '2.33B', '111.30M', '1.63B', '27.80', '14.81', '-', '-', '1321', '3.10', '21.34', '20.12', '1.19', '1.43', '2.98', '5.60', '13.60', '1.90', '2.90', '0.00', '0.00', '0.85%', '-3.25%', '-16.28%', '9.70%', '13.90%', '13.10%', '41.60%', '6.10%', '6.80%', '0.00%', '28.10M', '27.51M', '24.74%', '14.09', '97.25', '-58.00%', '16.61%', '483.10K', '754,352', '-30.42%', '6.50%', '3.26%'],
[['IRT'], '-', '2.51B', '18.80M', '221.10M', '7.29', '0.06', '0.48', '2.37%', '444', '2.20', '105.42', '145.61', '21.08', '11.36', '2.78', '330.36', '-', '-', '-', '1.42', '1.36', '-0.06%', '1.95%', '22.85%', '1.10%', '2.70%', '2.60%', '57.60%', '20.90%', '8.50%', '245.90%', '102.02M', '-', '-', '20.49', '21.38', '-3.60%', '86.72%', '879.35K', '2,238,513', '39.59%', '72.55%', '50.71%']
[['ISBC'], '-', '3.52B', '291.50M', '931.00M', '11.97', '3.88', '0.56', '3.98%', '1751', '2.00', '11.41', '10.52', '1.10', '3.78', '1.18', '3.63', '10.04', '-', '-', '0.00', '0.00', '0.30%', '1.74%', '4.52%', '1.10%', '10.60%', '22.50%', '-', '80.10%', '31.30%', '42.10%', '235.04M', '226.72M', '3.76%', '3.68', '16.45', '-10.44%', '108.80%', '2.32M', '5,618,156', '-4.55%', '79.69%', '33.24%']
[['ITGR'], '-', '3.08B', '96.70M', '1.11B', '39.86', '0.91', '-', '-', '7500', '1.50', '31.40', '20.97', '3.14', '2.78', '2.30', '100.72', '23.07', '1.70', '2.60', '0.51', '0.48', '-4.99%', '-2.80%', '2.96%', '4.10%', '7.60%', '5.60%', '27.50%', '12.70%', '8.70%', '0.00%', '32.98M', '32.52M', '1.86%', '4.07', '113.33', '-9.86%', '68.47%', '148.28K', '386,774', '3.22%', '56.72%', '12.81%'],
[['ITRI'], '-', '3.59B', '-24.40M', '2.07B', '26.04', '4.55', '-', '-', '6749', '1.90', '-', '32.36', '-', '1.73', '3.03', '17.34', '21.27', '1.30', '1.60', '0.41', '0.41', '-2.55%', '-8.49%', '-14.79%', '-0.90%', '-2.50%', '-0.60%', '29.40%', '1.60%', '-1.20%', '-', '45.14M', '44.92M', '3.76%', '4.98', '90.80', '-35.54%', '47.39%', '339.20K', '940,776', '-11.75%', '33.54%', '-17.79%'],
[['IVC'], '-', '202.11M', '-37.10M', '858.00M', '8.03', '2.27', '-', '-', '3400', '2.00', '-', '-', '-', '0.24', '0.73', '2.58', '-', '1.00', '1.60', '1.37', '1.31', '-21.97%', '-23.21%', '-31.07%', '-3.90%', '-12.10%', '-4.40%', '28.10%', '-3.90%', '-4.30%', '-', '34.97M', '33.02M', '30.62%', '19.32', '-', '-46.44%', '16.50%', '523.32K', '1,449,782', '-28.97%', '-18.84%', '-34.53%']
[['IVR'], '-', '915.75M', '99.70M', '176.50M', '3.63', '0.46', '0.36', '11.54%', '-', '3.80', '4.51', '8.12', '-', '5.19', '0.86', '6.80', '23.79', '-', '-', '8.30', '0.00', '0.87%', '-3.77%', '-13.24%', '1.20%', '12.00%', '2.10%', '77.10%', '81.70%', '56.50%', '44.80%', '260.14M', '-', '-', '4.72', '3.00', '-32.17%', '23.56%', '7.16M', '10,765,266', '-22.00%', '6.85%', '-7.69%']
[['JBSS'], '-', '925.59M', '59.70M', '858.50M', '21.06', '0.06', '0.65', '0.80%', '1300', '1.00', '15.78', '16.68', '-', '1.08', '3.87', '1322.28', '42.07', '0.80', '2.20', '0.10', '0.04', '-3.47%', '-6.13%', '-3.79%', '15.10%', '25.40%', '24.40%', '21.50%', '9.90%', '7.00%', '12.50%', '11.52M', '8.73M', '2.99%', '6.42', '-', '-11.94%', '21.08%', '40.71K', '113,949', '-7.20%', '13.99%', '9.01%'],
[['JBT'], '-', '4.85B', '104.80M', '1.75B', '21.43', '6.38', '0.40', '0.26%', '6200', '2.40', '46.74', '26.70', '2.98', '2.77', '7.13', '23.95', '21.06', '1.20', '1.60', '0.94', '0.93', '5.20%', '7.70%', '12.83%', '5.70%', '16.10%', '10.90%', '31.00%', '9.00%', '6.00%', '12.20%', '32.00M', '31.14M', '3.98%', '7.29', '149.80', '-0.09%', '89.19%', '170.01K', '570,275', '11.94%', '52.29%', '34.14%'],
[['JJSF'], '-', '2.95B', '43.30M', '1.07B', '43.85', '14.93', '2.53', '1.64%', '4100', '2.20', '68.14', '32.42', '11.36', '2.75', '3.52', '10.32', '271.09', '2.80', '3.50', '0.00', '0.00', '-4.25%', '-5.86%', '-4.90%', '4.10%', '5.30%', '1.70%', '24.30%', '4.60%', '4.00%', '101.00%', '19.05M', '11.19M', '9.08%', '14.85', '176.67', '-15.17%', '23.41%', '68.38K', '352,679', '-4.05%', '14.55%', '-0.79%'],
[['JOE'], '-', '2.56B', '55.00M', '219.40M', '9.66', '0.56', '0.32', '0.74%', '399', '-', '46.15', '-', '-', '11.67', '4.46', '76.91', '43.78', '-', '-', '0.63', '0.63', '-3.22%', '-2.78%', '-4.49%', '5.20%', '10.00%', '3.80%', '50.80%', '34.50%', '25.00%', '24.60%', '58.88M', '54.91M', '1.21%', '4.57', '-', '-25.18%', '118.03%', '144.90K', '411,589', '-7.30%', '104.37%', '1.44%'],
[['JRVR'], '-', '1.29B', '-76.60M', '746.20M', '24.94', '9.52', '1.20', '3.52%', '683', '2.10', '-', '13.59', '-', '1.73', '1.37', '3.58', '-', '-', '-', '0.43', '0.43', '-6.37%', '-7.79%', '-19.70%', '-1.50%', '-9.80%', '1.30%', '-', '-11.60%', '-10.30%', '-', '37.27M', '36.20M', '2.77%', '4.58', '45.33', '-40.65%', '10.80%', '218.40K', '433,539', '-26.73%', '-23.51%', '-30.68%'],
[['JYNT'], '-', '1.54B', '17.20M', '70.20M', '1.88', '1.28', '-', '-', '225', '2.20', '91.13', '180.56', '3.65', '21.87', '56.47', '82.98', '119.94', '1.10', '1.10', '0.08', '0.00', '5.63%', '14.37%', '80.74%', '26.20%', '85.70%', '51.50%', '89.40%', '11.90%', '24.50%', '0.00%', '14.29M', '13.90M', '5.91%', '3.81', '124.60', '-4.40%', '562.32%', '215.63K', '378,986', '148.35%', '513.70%', '304.30%'],
[['KALU'], '-', '1.79B', '-11.60M', '1.59B', '45.51', '-', '2.88', '2.57%', '3780', '2.70', '-', '14.69', '-', '1.13', '2.46', '-', '52.94', '1.90', '2.70', '1.45', '1.45', '-7.87%', '-7.25%', '-2.93%', '-0.60%', '-1.60%', '4.50%', '14.20%', '1.40%', '-0.70%', '-', '15.84M', '15.67M', '3.28%', '4.95', '127.33', '-20.64%', '121.73%', '103.75K', '262,612', '-1.56%', '84.19%', '13.20%'],
[['KAMN'], '-', '998.21M', '-50.10M', '753.30M', '27.96', '3.48', '0.80', '2.27%', '3193', '3.00', '-', '16.79', '-', '1.33', '1.26', '10.14', '23.43', '2.50', '4.00', '0.00', '0.24', '-7.58%', '-15.64%', '-30.71%', '-3.90%', '-6.50%', '-7.30%', '31.30%', '-7.10%', '-6.60%', '-', '27.87M', '27.34M', '2.76%', '5.27', '49.67', '-40.95%', '2.91%', '143.23K', '446,784', '-34.00%', '-23.95%', '-38.19%'],
[['KELYA'], '-', '785.01M', '89.10M', '4.74B', '31.57', '1.61', '0.20', '1.02%', '7100', '1.20', '8.69', '9.63', '0.58', '0.17', '0.62', '12.19', '18.34', '1.40', '1.40', '0.00', '0.00', '-0.75%', '-6.97%', '-12.11%', '3.50%', '7.40%', '-4.90%', '18.10%', '0.70%', '1.90%', '0.00%', '39.40M', '35.37M', '1.13%', '2.82', '29.50', '-27.21%', '26.22%', '142.11K', '628,819', '-9.99%', '14.05%', '-4.52%'],
[['KFY'], '-', '4.11B', '215.00M', '2.06B', '26.86', '12.73', '0.48', '0.66%', '7889', '1.40', '18.08', '15.14', '1.21', '1.99', '2.72', '5.73', '-', '2.30', '2.30', '0.28', '0.28', '2.26%', '5.77%', '19.23%', '-', '-', '6.10%', '95.70%', '-', '-', '-', '52.76M', '-', '-', '2.92', '88.75', '-4.63%', '161.22%', '270.03K', '671,509', '13.08%', '143.85%', '67.72%'],
[['KLIC'], '-', '4.24B', '249.20M', '1.21B', '15.69', '10.12', '0.56', '0.83%', '2544', '2.20', '17.13', '12.48', '0.86', '3.51', '4.31', '6.68', '27.26', '3.30', '3.80', '0.00', '0.00', '-3.02%', '8.41%', '33.81%', '20.50%', '29.30%', '6.10%', '45.80%', '23.20%', '20.60%', '13.40%', '62.02M', '60.42M', '3.64%', '2.22', '78.80', '-10.24%', '209.11%', '992.33K', '1,489,542', '38.20%', '188.43%', '112.45%']
[['KN'], '-', '1.72B', '65.10M', '849.80M', '14.40', '1.02', '-', '-', '7000', '2.10', '27.35', '12.40', '1.82', '2.02', '1.30', '18.26', '13.15', '0.70', '1.30', '0.13', '0.00', '-4.98%', '-5.15%', '-6.17%', '3.90%', '5.00%', '1.40%', '38.70%', '10.80%', '7.70%', '0.00%', '92.49M', '89.99M', '6.78%', '8.63', '24.83', '-15.51%', '33.14%', '707.75K', '2,380,080', '-11.97%', '23.30%', '1.36%']
[['KOP'], '-', '633.95M', '110.10M', '1.68B', '19.34', '2.16', '-', '-', '2061', '1.80', '5.82', '6.06', '0.32', '0.38', '1.53', '13.63', '17.00', '1.20', '2.30', '1.96', '1.94', '-7.89%', '-5.27%', '-10.25%', '9.10%', '41.70%', '12.10%', '22.80%', '10.80%', '8.80%', '0.00%', '21.29M', '20.60M', '2.46%', '4.61', '43.40', '-25.20%', '55.92%', '110.02K', '446,319', '-20.83%', '30.94%', '-5.33%'],
[['KRA'], '-', '1.30B', '-355.20M', '1.71B', '21.08', '1.78', '-', '-', '1808', '3.00', '-', '13.77', '-', '0.76', '1.89', '22.45', '7.95', '0.70', '1.60', '1.35', '1.23', '-3.81%', '0.99%', '12.04%', '-14.40%', '-56.10%', '-10.70%', '27.00%', '-16.50%', '-20.80%', '-', '32.15M', '31.19M', '4.79%', '4.58', '46.33', '-12.96%', '153.27%', '325.80K', '801,247', '7.37%', '110.65%', '43.72%'],
[['KREF'], '-', '1.18B', '118.60M', '267.60M', '22.01', '2.13', '1.72', '8.15%', '-', '2.00', '9.92', '11.66', '0.57', '4.42', '0.96', '9.93', '48.33', '-', '-', '3.48', '3.48', '-0.29%', '-0.15%', '5.95%', '2.30%', '10.90%', '1.10%', '58.20%', '45.50%', '44.30%', '80.60%', '55.63M', '40.66M', '3.39%', '3.57', '21.93', '-9.86%', '31.86%', '386.29K', '3,129,234', '12.53%', '15.29%', '17.80%']
[['KRG'], '-', '1.79B', '13.00M', '272.30M', '14.36', '1.04', '0.72', '3.49%', '113', '2.10', '134.90', '106.94', '-', '6.57', '1.44', '19.90', '47.70', '-', '-', '1.06', '1.06', '2.32%', '2.70%', '7.28%', '0.50%', '1.10%', '1.50%', '71.40%', '23.50%', '4.80%', '294.70%', '84.51M', '83.70M', '7.99%', '8.98', '22.61', '-10.80%', '106.40%', '745.38K', '1,209,629', '4.61%', '67.13%', '37.97%']
[['KTB'], '-', '3.06B', '192.10M', '2.39B', '2.67', '3.10', '1.60', '2.96%', '14000', '2.20', '16.44', '11.93', '0.68', '1.28', '20.24', '17.42', '10.96', '1.10', '2.10', '5.15', '5.08', '-0.71%', '-3.05%', '2.47%', '12.30%', '192.60%', '11.30%', '44.80%', '11.50%', '8.00%', '47.70%', '57.61M', '53.03M', '5.86%', '6.17', '75.75', '-21.88%', '149.45%', '503.50K', '875,442', '2.37%', '120.80%', '33.21%'],
[['KWR'], '-', '4.30B', '147.40M', '1.62B', '77.23', '8.12', '1.58', '0.66%', '4200', '2.80', '29.04', '27.72', '1.15', '2.66', '3.11', '29.55', '54.53', '1.60', '2.20', '0.65', '0.62', '-5.26%', '-3.04%', '-4.36%', '5.10%', '11.20%', '2.90%', '36.60%', '9.50%', '9.10%', '18.90%', '17.80M', '13.40M', '10.06%', '28.89', '275.00', '-20.59%', '40.81%', '46.65K', '209,486', '-3.39%', '28.45%', '-5.36%'],
[['LCII'], '-', '3.38B', '259.00M', '3.70B', '39.02', '3.84', '3.60', '2.72%', '12400', '1.40', '12.95', '11.33', '0.65', '0.91', '3.39', '34.50', '-', '1.10', '2.20', '1.02', '0.95', '-3.84%', '-5.54%', '-4.71%', '10.70%', '27.80%', '10.40%', '24.80%', '9.50%', '7.00%', '30.60%', '25.27M', '24.59M', '5.10%', '8.69', '173.13', '-15.47%', '30.19%', '144.22K', '362,685', '-4.67%', '24.37%', '2.09%'],
[['LDL'], '-', '1.12B', '-0.60M', '866.20M', '15.66', '5.69', '-', '-', '3500', '3.00', '-', '29.50', '-', '1.29', '3.96', '10.89', '53.13', '1.50', '1.90', '0.95', '0.91', '0.06%', '0.75%', '45.93%', '-0.10%', '-0.20%', '-10.50%', '20.10%', '1.80%', '-0.10%', '-', '17.57M', '17.19M', '5.65%', '2.71', '62.10', '-0.24%', '293.83%', '358.30K', '421,374', '74.90%', '267.22%', '106.29%'],
[['LGIH'], '-', '3.88B', '443.20M', '2.93B', '51.78', '4.52', '-', '-', '938', '3.10', '8.95', '9.08', '0.60', '1.32', '3.03', '34.70', '20.12', '-', '-', '0.45', '0.45', '0.47%', '-1.26%', '9.16%', '23.70%', '38.10%', '19.10%', '26.70%', '17.40%', '15.10%', '0.00%', '24.84M', '21.93M', '9.13%', '10.10', '168.33', '-16.57%', '64.17%', '198.12K', '578,298', '10.80%', '42.97%', '48.18%'],
[['LGND'], '-', '2.40B', '47.90M', '251.70M', '47.21', '18.22', '-', '-', '155', '2.00', '52.04', '32.82', '3.76', '9.53', '3.07', '7.94', '54.01', '7.10', '7.80', '0.40', '0.40', '14.62%', '20.53%', '10.16%', '3.70%', '6.50%', '2.90%', '77.40%', '23.20%', '19.00%', '0.00%', '16.66M', '15.87M', '10.13%', '6.96', '207.00', '-34.14%', '84.93%', '231.06K', '447,461', '-9.52%', '53.72%', '45.53%'],
[['LKFN'], '-', '1.65B', '94.70M', '191.40M', '26.59', '22.97', '1.36', '2.11%', '585', '3.00', '17.40', '18.65', '1.74', '8.62', '2.43', '2.81', '24.50', '-', '-', '0.00', '0.00', '-2.20%', '-0.73%', '1.82%', '1.60%', '14.40%', '21.50%', '-', '90.00%', '49.50%', '34.40%', '25.47M', '24.34M', '6.64%', '5.77', '63.67', '-16.20%', '63.97%', '280.39K', '410,107', '-10.85%', '48.51%', '20.51%'],
[['LL'], '-', '576.12M', '70.90M', '1.18B', '8.64', '3.80', '-', '-', '2230', '3.00', '8.12', '13.66', '0.27', '0.49', '2.25', '5.13', '6.50', '0.50', '1.50', '0.00', '0.00', '-2.87%', '-1.32%', '-20.95%', '10.40%', '30.40%', '20.00%', '39.10%', '6.00%', '5.80%', '0.00%', '29.04M', '28.16M', '5.16%', '4.14', '20.50', '-44.53%', '11.58%', '350.76K', '658,182', '-22.92%', '-9.90%', '-36.66%'],
[['LMAT'], '-', '1.23B', '28.80M', '150.50M', '9.02', '1.00', '0.44', '0.78%', '386', '2.20', '40.85', '38.86', '-', '8.16', '6.29', '56.61', '39.00', '2.40', '4.20', '0.12', '0.10', '-0.40%', '0.74%', '12.57%', '11.40%', '16.50%', '10.80%', '64.90%', '25.60%', '19.10%', '28.10%', '20.61M', '19.04M', '5.48%', '7.47', '64.60', '-12.02%', '81.80%', '139.51K', '583,029', '18.58%', '76.16%', '40.10%'],
[['LNN'], '-', '1.70B', '51.30M', '542.40M', '30.82', '12.80', '1.32', '0.85%', '1125', '2.80', '33.05', '31.14', '1.44', '3.13', '5.02', '12.09', '113.21', '2.00', '2.90', '0.34', '0.34', '-4.49%', '-4.99%', '-1.26%', '8.60%', '16.40%', '10.60%', '29.90%', '11.50%', '9.50%', '27.30%', '10.91M', '10.81M', '1.21%', '2.63', '185.50', '-13.73%', '69.19%', '49.77K', '249,323', '-6.78%', '55.00%', '20.40%'],
[['LNTH'], '-', '1.74B', '-27.40M', '376.30M', '7.53', '1.34', '-', '-', '595', '1.30', '-', '27.62', '-', '4.63', '3.40', '19.04', '54.27', '2.10', '2.50', '0.35', '0.33', '-0.44%', '-1.23%', '19.77%', '-3.20%', '-5.30%', '-0.80%', '43.70%', '-4.30%', '-7.30%', '-', '67.50M', '65.67M', '4.31%', '5.86', '32.00', '-10.91%', '143.35%', '482.83K', '936,550', '27.74%', '95.27%', '89.77%'],
[['LOCO'], '-', '652.45M', '28.20M', '451.00M', '8.14', '0.34', '-', '-', '4711', '2.60', '22.40', '18.33', '1.49', '1.45', '2.14', '51.78', '15.14', '0.40', '0.40', '0.14', '0.14', '-2.74%', '-4.41%', '-3.94%', '4.60%', '10.00%', '8.20%', '50.10%', '8.70%', '6.20%', '0.00%', '35.93M', '19.32M', '9.33%', '11.59', '21.00', '-20.86%', '24.54%', '155.46K', '202,610', '-3.92%', '9.72%', '-3.98%'],
[['LPG'], '-', '472.61M', '86.30M', '305.70M', '22.92', '-', '4.00', '34.90%', '83', '1.90', '6.40', '5.43', '0.43', '1.55', '0.50', '-', '3.16', '2.00', '2.10', '0.62', '0.56', '-9.41%', '-5.23%', '-6.46%', '5.30%', '8.90%', '7.50%', '93.20%', '35.00%', '28.20%', '0.00%', '40.95M', '31.89M', '5.11%', '4.24', '16.60', '-20.87%', '66.09%', '384.05K', '879,209', '-9.44%', '41.80%', '1.78%'],
[['LPI'], '-', '1.13B', '-611.50M', '906.20M', '-12.17', '12.31', '-', '-', '257', '2.50', '-', '3.03', '-', '1.25', '-', '5.86', '2.86', '0.60', '0.60', '-', '-', '31.42%', '30.43%', '66.80%', '-38.90%', '-', '-73.40%', '57.10%', '-1.40%', '-67.50%', '-', '12.67M', '12.08M', '19.29%', '3.03', '81.78', '-27.35%', '835.18%', '769.31K', '2,36,566', '109.44%', '521.64%', '266.04%']
[['LPSN'], '-', '4.79B', '-94.30M', '424.40M', '3.79', '9.45', '-', '-', '1201', '1.90', '-', '-', '-', '11.30', '18.01', '7.22', '448.09', '3.60', '3.60', '2.15', '2.14', '5.37%', '8.64%', '13.69%', '-10.40%', '-42.40%', '-11.60%', '69.50%', '-16.30%', '-22.20%', '-', '69.06M', '64.97M', '18.06%', '23.81', '73.71', '-5.52%', '50.71%', '492.77K', '801,491', '26.86%', '42.85%', '9.66%'],
[['LQDT'], '-', '860.52M', '23.60M', '243.10M', '3.49', '-', '-', '-', '574', '1.00', '35.81', '37.87', '-', '3.54', '6.95', '-', '14.99', '1.10', '1.30', '0.00', '0.00', '0.52%', '7.32%', '19.92%', '11.00%', '21.00%', '-4.20%', '58.80%', '10.00%', '9.70%', '0.00%', '33.37M', '26.81M', '6.83%', '7.39', '32.50', '-19.20%', '265.61%', '247.76K', '560,112', '21.93%', '250.80%', '52.36%'],
[['LTC'], '-', '1.32B', '61.40M', '162.90M', '19.25', '0.14', '2.28', '6.83%', '24', '3.30', '21.30', '19.95', '5.33', '8.12', '1.73', '232.00', '102.51', '-', '-', '0.82', '0.82', '-2.28%', '-7.84%', '-15.51%', '4.20%', '8.10%', '3.70%', '91.10%', '34.80%', '37.70%', '145.30%', '39.17M', '38.58M', '3.03%', '4.05', '38.43', '-25.42%', '4.22%', '288.87K', '661,206', '-22.06%', '-7.90%', '-14.26%'],
[['LTHM'], '-', '4.06B', '-11.10M', '348.70M', '5.36', '1.33', '-', '-', '906', '2.70', '-', '66.29', '-', '11.63', '4.64', '18.72', '-', '4.30', '5.60', '0.30', '0.30', '-0.25%', '10.86%', '26.95%', '-1.10%', '-1.80%', '-1.80%', '14.70%', '-2.90%', '-3.20%', '-', '148.70M', '145.46M', '18.49%', '9.47', '23.59', '-8.85%', '236.40%', '2.84M', '4,542,654', '37.73%', '177.15%', '31.95%']
[['LXP'], '-', '3.75B', '253.40M', '341.90M', '7.01', '0.70', '0.43', '3.22%', '55', '2.60', '14.60', '113.31', '2.92', '10.95', '1.91', '19.07', '46.99', '-', '-', '0.76', '0.76', '-1.67%', '1.38%', '12.87%', '7.10%', '13.50%', '3.20%', '88.30%', '31.40%', '74.10%', '46.20%', '275.57M', '272.07M', '10.57%', '14.87', '13.75', '-5.14%', '36.15%', '1.93M', '5,617,226', '20.56%', '23.45%', '25.89%']
[['LZB'], '-', '1.51B', '126.20M', '1.97B', '16.76', '7.80', '0.60', '1.80%', '11500', '2.00', '12.19', '9.69', '1.56', '0.76', '1.99', '4.27', '10.84', '1.00', '1.40', '0.00', '0.00', '-3.54%', '-3.33%', '-16.13%', '7.20%', '16.50%', '12.70%', '41.90%', '8.50%', '6.40%', '18.50%', '45.07M', '43.47M', '5.17%', '5.23', '50.00', '-28.78%', '11.45%', '429.06K', '1,312,847', '-24.56%', '2.05%', '-16.44%']
[['MANT'], '-', '3.21B', '130.80M', '2.56B', '40.11', '1.56', '1.52', '1.97%', '9400', '2.40', '24.02', '20.43', '4.47', '1.25', '1.92', '49.39', '33.46', '1.60', '1.60', '0.00', '0.02', '-1.83%', '-6.86%', '-9.63%', '5.90%', '8.20%', '7.70%', '14.90%', '6.70%', '5.10%', '43.30%', '40.61M', '27.23M', '1.27%', '3.00', '89.86', '-23.99%', '24.40%', '114.72K', '545,441', '-9.39%', '7.34%', '-13.38%'],
[['MATW'], '-', '1.12B', '14.00M', '1.63B', '19.77', '1.40', '0.86', '2.54%', '11000', '2.00', '76.73', '10.82', '-', '0.68', '1.71', '24.13', '10.90', '1.30', '1.90', '1.27', '1.26', '-2.32%', '-1.34%', '-5.16%', '0.70%', '2.30%', '-3.10%', '33.10%', '3.40%', '0.90%', '192.30%', '31.66M', '29.64M', '2.81%', '6.76', '-', '-22.65%', '61.14%', '123.30K', '608,836', '-16.30%', '43.09%', '15.10%'],
[['MATX'], '-', '3.54B', '406.20M', '2.93B', '26.96', '0.41', '1.20', '1.44%', '4149', '2.00', '8.95', '11.21', '0.60', '1.21', '3.08', '203.41', '11.23', '0.80', '0.80', '0.55', '0.50', '3.19%', '13.49%', '23.32%', '13.90%', '40.10%', '12.60%', '25.30%', '18.80%', '13.90%', '9.80%', '43.50M', '42.77M', '2.96%', '3.91', '79.00', '-5.53%', '125.99%', '323.20K', '830,952', '11.86%', '100.97%', '45.90%'],
[['MCRI'], '-', '1.29B', '52.30M', '290.90M', '21.57', '1.46', '-', '-', '2300', '1.50', '24.36', '15.27', '1.74', '4.42', '3.08', '45.43', '91.84', '0.60', '0.60', '0.33', '0.29', '2.05%', '3.46%', '3.98%', '8.00%', '13.90%', '4.40%', '56.00%', '18.50%', '18.00%', '0.00%', '18.59M', '13.33M', '2.24%', '4.92', '82.50', '-12.62%', '65.24%', '60.57K', '200,591', '3.01%', '44.21%', '8.48%'],
[['MCS'], '-', '523.55M', '-132.50M', '213.60M', '13.93', '0.27', '-', '-', '4200', '1.70', '-', '217.60', '-', '2.45', '1.17', '60.18', '-', '0.40', '0.40', '0.80', '0.69', '5.96%', '2.59%', '-8.97%', '-10.40%', '-26.90%', '-15.70%', '26.50%', '-77.20%', '-60.80%', '-', '31.40M', '23.55M', '16.72%', '11.03', '24.33', '-33.95%', '138.60%', '357.13K', '1,79,209', '-27.31%', '81.54%', '21.07%']
[['MD'], '-', '2.56B', '37.70M', '1.80B', '9.53', '4.97', '-', '-', '5600', '3.00', '65.91', '16.92', '51.09', '1.43', '3.04', '5.84', '24.29', '2.10', '2.10', '1.23', '1.23', '-8.26%', '-5.97%', '3.71%', '-1.80%', '-6.70%', '3.30%', '-', '6.40%', '-2.90%', '-', '84.91M', '84.19M', '5.25%', '8.70', '30.30', '-18.71%', '132.56%', '508.37K', '1,468,600', '5.84%', '56.59%', '18.17%']
[['MDC'], '-', '3.64B', '508.50M', '4.75B', '33.18', '10.30', '1.60', '3.10%', '1773', '2.50', '7.43', '5.11', '0.59', '0.77', '1.55', '5.01', '-', '-', '-', '0.67', '0.60', '0.14%', '1.21%', '-2.31%', '12.50%', '23.50%', '11.20%', '23.30%', '13.60%', '10.70%', '19.80%', '70.29M', '56.58M', '3.44%', '4.02', '71.50', '-19.28%', '35.16%', '483.65K', '897,661', '-9.61%', '17.23%', '14.56%'],
[['MDP'], '-', '1.75B', '-304.20M', '2.91B', '14.99', '5.58', '-', '-', '5290', '2.70', '-', '7.28', '-', '0.60', '2.82', '7.57', '3.82', '1.30', '1.40', '3.95', '3.95', '0.87%', '-0.60%', '28.63%', '-5.30%', '-55.90%', '-1.80%', '65.60%', '1.90%', '-10.30%', '-', '46.30M', '39.98M', '2.98%', '5.41', '44.50', '-10.00%', '293.49%', '220.12K', '832,104', '21.34%', '214.73%', '120.31%'],
[['MDRX'], '-', '1.81B', '-74.20M', '1.42B', '10.20', '1.81', '-', '-', '8400', '2.50', '-', '16.58', '-', '1.27', '1.40', '7.90', '-', '1.40', '1.40', '0.00', '0.30', '-5.57%', '-13.33%', '-12.16%', '26.50%', '51.10%', '-6.30%', '38.40%', '-6.60%', '53.40%', '0.00%', '136.65M', '122.32M', '13.75%', '11.87', '17.86', '-24.97%', '88.87%', '1.42M', '8,795,316', '-7.76%', '72.64%', '-1.25%']
[['MED'], '-', '2.56B', '150.50M', '1.27B', '16.57', '16.93', '5.68', '2.59%', '713', '1.70', '17.32', '13.02', '0.87', '2.01', '13.25', '12.97', '35.12', '1.40', '2.00', '0.00', '0.00', '-3.50%', '-12.28%', '-11.65%', '49.00%', '90.30%', '65.40%', '74.40%', '15.50%', '11.80%', '39.90%', '11.75M', '11.21M', '3.04%', '3.20', '363.33', '-34.85%', '57.28%', '106.71K', '274,356', '-7.88%', '26.22%', '11.82%'],
[['MEI'], '-', '1.65B', '130.70M', '1.18B', '24.63', '5.44', '0.56', '1.30%', '7200', '3.00', '12.65', '11.52', '0.84', '1.39', '1.75', '7.92', '13.04', '2.50', '3.20', '0.25', '0.24', '-3.95%', '-6.85%', '-1.75%', '8.90%', '14.50%', '10.90%', '25.60%', '13.40%', '11.00%', '13.70%', '37.94M', '36.58M', '1.70%', '3.46', '52.00', '-14.15%', '79.77%', '179.78K', '613,237', '-1.98%', '55.78%', '12.57%'],
[['MERC'], '-', '729.08M', '21.90M', '1.55B', '9.16', '5.83', '0.26', '2.35%', '2375', '2.40', '33.48', '5.15', '5.84', '0.47', '1.21', '1.90', '35.92', '2.40', '3.50', '0.00', '2.01', '-2.09%', '-3.84%', '-14.53%', '1.00%', '3.80%', '3.20%', '13.80%', '6.60%', '1.40%', '78.20%', '65.94M', '40.47M', '2.46%', '4.60', '15.90', '-39.08%', '91.51%', '215.98K', '701,723', '-23.16%', '52.20%', '7.80%'],
[['MGLN'], '-', '2.48B', '-19.90M', '4.74B', '73.53', '38.95', '-', '-', '9000', '3.00', '-', '26.43', '-', '0.52', '1.29', '2.43', '-', '3.10', '3.20', '0.28', '0.27', '-0.00%', '0.08%', '2.16%', '9.30%', '16.90%', '1.20%', '2.90%', '0.00%', '6.50%', '0.00%', '26.16M', '25.84M', '6.55%', '7.74', '93.50', '-0.85%', '36.44%', '218.83K', '903,229', '0.85%', '27.71%', '14.22%'],
