0,1,2,3,4,5,6
"a href=""/wiki/Community_Bank,_N.A."" title=""Community Bank, N.A."" Community Bank System, Inc./a
",CBU,"Financials
","Regional Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CBU&amp;action=getcompany"" rel=""nofollow""view/a
","0000723188
",S&P600
"a href=""/wiki/Cogent_Communications"" title=""Cogent Communications"" Cogent Communications Holdings, Inc./a
",CCOI,"Communication Services
","Alternative Carriers
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CCOI&amp;action=getcompany"" rel=""nofollow""view/a
","0001158324
",S&P600
"Cross Country Healthcare, Inc.
",CCRN,"Health Care
","Health Care Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CCRN&amp;action=getcompany"" rel=""nofollow""view/a
","0001141103
",S&P600
"Century Communities, Inc.
",CCS,"Consumer Discretionary
","Homebuilding
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CCS&amp;action=getcompany"" rel=""nofollow""view/a
","0001576940
",S&P600
"a class=""mw-redirect"" href=""/wiki/CONSOL_Energy"" title=""CONSOL Energy"" CONSOL Energy, Inc./a
",CEIX,"Energy
","Coal &amp; Consumable Fuels
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CEIX&amp;action=getcompany"" rel=""nofollow""view/a
","0001710366
",S&P600
"Celsius Holdings, Inc.
",CELH,"Consumer Staples
","Soft Drinks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CELH&amp;action=getcompany"" rel=""nofollow""view/a
","0001341766
",S&P600
"Central Garden &amp; Pet Company
",CENT,"Consumer Staples
","Household Products
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CENT&amp;action=getcompany"" rel=""nofollow""view/a
","0000887733
",S&P600
"Central Garden &amp; Pet Company (Class A)
",CENTA,"Consumer Staples
","Household Products
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CENTA&amp;action=getcompany"" rel=""nofollow""view/a
","0000887733
",S&P600
"Century Aluminum Company
",CENX,"Materials
","Aluminum
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CENX&amp;action=getcompany"" rel=""nofollow""view/a
","0000949157
",S&P600
"a class=""mw-redirect"" href=""/wiki/CEVA,_Inc."" title=""CEVA, Inc.""CEVA, Inc./a
",CEVA,"Information Technology
","Semiconductors
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CEVA&amp;action=getcompany"" rel=""nofollow""view/a
","0001173489
",S&P600
"a href=""/wiki/Capitol_Federal_Savings_Bank"" title=""Capitol Federal Savings Bank""Capitol Federal Savings Bank/a
",CFFN,"Financials
","Thrifts &amp; Mortgage Finance
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CFFN&amp;action=getcompany"" rel=""nofollow""view/a
","0001490906
",S&P600
"City Holding Company
",CHCO,"Financials
","Regional Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CHCO&amp;action=getcompany"" rel=""nofollow""view/a
","0000726854
",S&P600
"Community Healthcare Trust Inc
",CHCT,"Health Care
","Health Care REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CHCT&amp;action=getcompany"" rel=""nofollow""view/a
","0001631569
",S&P600
"Chefs' Warehouse, Inc.
",CHEF,"Consumer Staples
","Food Distributors
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CHEF&amp;action=getcompany"" rel=""nofollow""view/a
","0001517175
",S&P600
"Coherus BioSciences, Inc.
",CHRS,"Health Care
","Biotechnology
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CHRS&amp;action=getcompany"" rel=""nofollow""view/a
","0001512762
",S&P600
"a class=""mw-redirect"" href=""/wiki/Chico%27s_FAS,_Inc."" title=""Chico's FAS, Inc.""Chico's FAS, Inc./a
",CHS,"Consumer Discretionary
","Apparel Retail
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CHS&amp;action=getcompany"" rel=""nofollow""view/a
","0000897429
",S&P600
"a href=""/wiki/Chuy%27s"" title=""Chuy's"" Chuy's Holdings, Inc./a
",CHUY,"Consumer Discretionary
","Restaurants
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CHUY&amp;action=getcompany"" rel=""nofollow""view/a
","0001524931
",S&P600
"CIRCOR International, Inc.
",CIR,"Industrials
","Industrial Machinery
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CIR&amp;action=getcompany"" rel=""nofollow""view/a
","0001091883
",S&P600
"a href=""/wiki/Core_Laboratories"" title=""Core Laboratories""Core Laboratories/a
",CL,Energy,Oil &amp; Gas Equipment &amp; Services,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CLB&amp;action=getcompany"" rel=""nofollow""view/a
","0001000229
",S&P600
"Chatham Lodging Trust
",CLDT,"Real Estate
","Hotel &amp; Resort REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CLDT&amp;action=getcompany"" rel=""nofollow""view/a
","0001476045
",S&P600
"a href=""/wiki/Mack-Cali_Realty_Corporation"" title=""Mack-Cali Realty Corporation""Mack-Cali Realty Corporation/a
",CLI,"Real Estate
","Office REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CLI&amp;action=getcompany"" rel=""nofollow""view/a
","0000924901
",S&P600
"a class=""mw-redirect"" href=""/wiki/Clearwater_Paper_Corporation"" title=""Clearwater Paper Corporation""Clearwater Paper Corporation/a
",CLW,"Materials
","Paper Products
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CLW&amp;action=getcompany"" rel=""nofollow""view/a
","0001441236
",S&P600
"Capstead Mortgage Corporation
",CMO,"Real Estate
","Mortgage REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CMO&amp;action=getcompany"" rel=""nofollow""view/a
","0000766701
",S&P600
"a href=""/wiki/Cinemark_Theatres"" title=""Cinemark Theatres""Cinemark Holdings, Inc./a
",CNK,"Communication Services
","Movies &amp; Entertainment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CNK&amp;action=getcompany"" rel=""nofollow""view/a
","0001385280
",S&P600
"Comtech Telecommunications Corp.
",CMTL,"Information Technology
","Communications Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CMTL&amp;action=getcompany"" rel=""nofollow""view/a
","0000023197
",S&P600
"CONMED Corporation
",CNMD,"Health Care
","Health Care Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CNMD&amp;action=getcompany"" rel=""nofollow""view/a
","0000816956
",S&P600
"a href=""/wiki/Consolidated_Communications"" title=""Consolidated Communications"" Consolidated Communications Holdings, Inc./a
",CNSL,"Communication Services
","Integrated Telecommunication Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CNSL&amp;action=getcompany"" rel=""nofollow""view/a
","0001304421
",S&P600
"a href=""/wiki/PC_Connection"" title=""PC Connection"" PC Connection, Inc./a
",CNXN,"Information Technology
","Technology Distributors
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CNXN&amp;action=getcompany"" rel=""nofollow""view/a
","0001050377
",S&P600
"Cohu, Inc.
",COHU,"Information Technology
","Semiconductor Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=COHU&amp;action=getcompany"" rel=""nofollow""view/a
","0000021535
",S&P600
"a href=""/wiki/Coca-Cola_Bottling_Co._Consolidated"" title=""Coca-Cola Bottling Co. Consolidated""Coca-Cola Bottling Co. Consolidated/a
",COKE,"Consumer Staples
","Soft Drinks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=COKE&amp;action=getcompany"" rel=""nofollow""view/a
","0000317540
",S&P600
"Columbia Banking System, Inc.
",COLB,"Financials
","Regional Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=COLB&amp;action=getcompany"" rel=""nofollow""view/a
","0000887343
",S&P600
"Collegium Pharmaceutical, Inc.
",COLL,"Health Care
","Pharmaceuticals
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=COLL&amp;action=getcompany"" rel=""nofollow""view/a
","0001267565
",S&P600
"a href=""/wiki/Conn%27s"" title=""Conn's"" Conn's, Inc./a
",CONN,"Consumer Discretionary
","Computer &amp; Electronics Retail
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CONN&amp;action=getcompany"" rel=""nofollow""view/a
","0001223389
",S&P600
"a href=""/wiki/Mr._Cooper"" title=""Mr. Cooper"" Mr. Cooper Group, Inc./a
",COOP,"Financials
","Other Diversified Financial Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=COOP&amp;action=getcompany"" rel=""nofollow""view/a
","0000933136
",S&P600
"a href=""/wiki/Corcept_Therapeutics"" title=""Corcept Therapeutics""Corcept Therapeutics Incorporated/a
",CORT,"Health Care
","Pharmaceuticals
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CORT&amp;action=getcompany"" rel=""nofollow""view/a
","0001088856
",S&P600
"Callon Petroleum
",CPE,"Energy
","Oil &amp; Gas Exploration &amp; Production
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CPE&amp;action=getcompany"" rel=""nofollow""view/a
","0000928022
",S&P600
"a class=""mw-redirect"" href=""/wiki/Central_Pacific_Financial_Corp."" title=""Central Pacific Financial Corp.""Central Pacific Financial Corp./a
",CPF,"Financials
","Regional Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CPF&amp;action=getcompany"" rel=""nofollow""view/a
","0000701347
",S&P600
"a href=""/wiki/Chesapeake_Utilities"" title=""Chesapeake Utilities"" Chesapeake Utilities Corp./a
",CPK,"Utilities
","Gas Utilities
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CPK&amp;action=getcompany"" rel=""nofollow""view/a
","0000019745
",S&P600
"a href=""/wiki/Cooper-Standard_Automotive"" title=""Cooper-Standard Automotive"" Cooper-Standard Holdings, Inc./a
",CPS,"Consumer Discretionary
","Auto Parts &amp; Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CPS&amp;action=getcompany"" rel=""nofollow""view/a
","0001320461
",S&P600
"Computer Programs and Systems, Inc.
",CPSI,"Health Care
","Health Care Technology
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CPSI&amp;action=getcompany"" rel=""nofollow""view/a
","0001169445
",S&P600
"Americas Carmart, Inc.
",CRMT,"Consumer Discretionary
","Automotive Retail
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CRMT&amp;action=getcompany"" rel=""nofollow""view/a
","0000799850
",S&P600
"a class=""mw-redirect"" href=""/wiki/Carpenter_Technology"" title=""Carpenter Technology""Carpenter Technology/a
",CRS,"Materials
","Steel
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CRS&amp;action=getcompany"" rel=""nofollow""view/a
","0000017843
",S&P600
"a href=""/wiki/CorVel_Corporation"" title=""CorVel Corporation""CorVel Corporation/a
",CRVL,"Health Care
","Health Care Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CRVL&amp;action=getcompany"" rel=""nofollow""view/a
","0000874866
",S&P600
"a class=""mw-redirect"" href=""/wiki/CryoLife,_Inc."" title=""CryoLife, Inc.""CryoLife, Inc./a
",CRY,"Health Care
","Health Care Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CRY&amp;action=getcompany"" rel=""nofollow""view/a
","0000784199
",S&P600
"a class=""mw-redirect"" href=""/wiki/CSG_Systems_International,_Inc."" title=""CSG Systems International, Inc.""CSG Systems International, Inc./a
",CSGS,"Information Technology
","Data Processing &amp; Outsourced Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CSGS&amp;action=getcompany"" rel=""nofollow""view/a
","0001005757
",S&P600
"Cardiovascular Systems Inc
",CSII,"Health Care
","Health Care Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CSII&amp;action=getcompany"" rel=""nofollow""view/a
","0001180145
",S&P600
"Centerspace Trust
",CSR,"Real Estate
","Residential REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CSR&amp;action=getcompany"" rel=""nofollow""view/a
","0000798359
",S&P600
"CareTrust REIT, Inc.
",CTRE,"Real Estate
","Health Care REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CTRE&amp;action=getcompany"" rel=""nofollow""view/a
","0001590717
",S&P600
"CTS Corporation
",CTS,"Information Technology
","Electronic Manufacturing Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CTS&amp;action=getcompany"" rel=""nofollow""view/a
","0000026058
",S&P600
"Customers Bancorp, Inc.
",CUBI,"Financials
","Regional Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CUBI&amp;action=getcompany"" rel=""nofollow""view/a
","0001488813
",S&P600
"Cutera, Inc.
",CUTR,"Health Care
","Health Care Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CUTR&amp;action=getcompany"" rel=""nofollow""view/a
","0001162461
",S&P600
"CVB Financial Corp.
",CVBF,"Financials
","Regional Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CVBR&amp;action=getcompany"" rel=""nofollow""view/a
","0000354647
",S&P600
"Cavco Industries, Inc.
",CVCO,"Consumer Discretionary
","Homebuilding
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CVCO&amp;action=getcompany"" rel=""nofollow""view/a
","0000278166
",S&P600
"Covetrus, Inc.
",CVET,"Health Care
","Health Care Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CVET&amp;action=getcompany"" rel=""nofollow""view/a
","0001752836
",S&P600
"a class=""mw-redirect"" href=""/wiki/Calavo_Growers,_Inc."" title=""Calavo Growers, Inc.""Calavo Growers, Inc./a
",CVGW,"Consumer Staples
","Packaged Foods &amp; Meats
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CVGW&amp;action=getcompany"" rel=""nofollow""view/a
","0001133470
",S&P600
"a href=""/wiki/California_Water_Service_Group"" title=""California Water Service Group""California Water Service Group/a
",CWT,"Utilities
","Water Utilities
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CWT&amp;action=getcompany"" rel=""nofollow""view/a
","0001035201
",S&P600
"a href=""/wiki/CoreCivic"" title=""CoreCivic""CoreCivic/a
",CX,Industrials,Diversified Support Services,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CXW&amp;action=getcompany"" rel=""nofollow""view/a
","0001070985
",S&P600
"a class=""mw-redirect"" href=""/wiki/Community_Health_Systems,_Inc."" title=""Community Health Systems, Inc.""Community Health Systems, Inc./a
",CYH,"Health Care
","Health Care Facilities
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CYH&amp;action=getcompany"" rel=""nofollow""view/a
","0001108109
",S&P600
"a href=""/wiki/Cytokinetics"" title=""Cytokinetics""Cytokinetics, Incorporated/a
",CYTK,"Health Care
","Biotechnology
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=CYTK&amp;action=getcompany"" rel=""nofollow""view/a
","0001061983
",S&P600
"a class=""mw-redirect"" href=""/wiki/Daktronics_Inc."" title=""Daktronics Inc.""Daktronics, Inc./a
",DAKT,"Information Technology
","Electronic Equipment &amp; Instruments
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=DAKT&amp;action=getcompany"" rel=""nofollow""view/a
","0000915779
",S&P600
"a href=""/wiki/Diebold_Nixdorf"" title=""Diebold Nixdorf""Diebold Nixdorf, Incorporated/a
",DBD,"Information Technology
","Technology Hardware, Storage &amp; Peripherals
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=DBD&amp;action=getcompany"" rel=""nofollow""view/a
","0000028823
",S&P600
"a href=""/wiki/Designer_Brands"" title=""Designer Brands""Designer Brands, Inc./a
",DBI,"Consumer Discretionary
","Apparel Retail
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=DBI&amp;action=getcompany"" rel=""nofollow""view/a
","0001319947
",S&P600
"a href=""/wiki/Dime_Community_Bank"" title=""Dime Community Bank"" Dime Community Bancshares, Inc./a
",DCOM,"Financials
","Thrifts &amp; Mortgage Finance
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=DCOM&amp;action=getcompany"" rel=""nofollow""view/a
","0000846617
",S&P600
"a class=""mw-redirect"" href=""/wiki/3D_Systems_Corporation"" title=""3D Systems Corporation""3D Systems Corporation/a
",DDD,"Information Technology
","Technology Hardware, Storage &amp; Peripherals
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=DDD&amp;action=getcompany"" rel=""nofollow""view/a
","0000910638
",S&P600
"Easterly Government Properties, Inc.
",DEA,"Real Estate
","Office REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=DEA&amp;action=getcompany"" rel=""nofollow""view/a
","0001622194
",S&P600
"a href=""/wiki/Donnelley_Financial_Solutions"" title=""Donnelley Financial Solutions"" Donnelley Financial Solutions, Inc./a
",DFIN,"Financials
","Financial Exchanges &amp; Data
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=DFIN&amp;action=getcompany"" rel=""nofollow""view/a
","0001669811
",S&P600
"a href=""/wiki/Digi_International"" title=""Digi International""Digi International Inc./a
",DGII,"Information Technology
","Communications Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=DGII&amp;action=getcompany"" rel=""nofollow""view/a
","0000854775
",S&P600
"Diversified Healthcare Trust
",DHC,"Real Estate
","Health Care REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=DHC&amp;action=getcompany"" rel=""nofollow""view/a
","0001075415
",S&P600
"a href=""/wiki/Dine_Brands_Global"" title=""Dine Brands Global""Dine Brands Global, Inc./a
",DIN,"Consumer Discretionary
","Restaurants
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=DIN&amp;action=getcompany"" rel=""nofollow""view/a
","0000049754
",S&P600
"a href=""/wiki/Diodes_Incorporated"" title=""Diodes Incorporated""Diodes Incorporated/a
",DIOD,"Information Technology
","Semiconductors
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=DIOD&amp;action=getcompany"" rel=""nofollow""view/a
","0000029002
",S&P600
"a href=""/wiki/Deluxe_Corporation"" title=""Deluxe Corporation""Deluxe Corporation/a
",DLX,"Industrials
","Commercial Printing
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=DLX&amp;action=getcompany"" rel=""nofollow""view/a
","0000027996
",S&P600
