Ticker,Index,MarketCap,Income,Sales,Booksh,Cashsh,Dividend,Dividend_Percentage,Employees,Recom,PriceToEarnings,ForwardPTE,PEG,PriceToSales,PriceToBook,PutCallRatio,PFCF,QuickRatio,CurrentRatio,DebtEquity,LdDebtEquity,SMA20,SMA50,SMA200,ROA,ROE,ROI,GrossMargin,OperationalMargin,ProfitMargin,Payout,SHSOutstanding,ShsFloat,ShoartFloat,ShortRatio,TargetPrice,52WH,52WL,AVGVol,Vol,PerformaceHalfYear,PerformanceYear,PerformanceYTD,,
[['SAFT'], '-', '1.15B', '172.10M', '884.50M', '61.42', '5.75', '3.60', '4.47%', '586', '-', '7.01', '18.29', '0.47', '1.30', '1.31', '13.99', '13.92', '-', '-', '0.03', '0.03', '-3.11%', '-1.53%', '-3.55%', '8.30%', '19.50%', '14.40%', '-', '22.80%', '19.50%', '31.10%', '14.98M', '14.22M', '0.96%', '2.31', '-', '-11.54%', '16.74%', '59.18K', '9,609', '-7.10%', '15.02%', '3.32%'],
[['SAH'], '-', '2.21B', '285.20M', '11.49B', '22.76', '5.86', '0.48', '0.89%', '8100', '2.10', '8.23', '7.29', '14.96', '0.19', '2.38', '9.23', '-', '0.40', '1.10', '1.95', '0.74', '4.57%', '4.80%', '11.51%', '7.80%', '33.90%', '0.60%', '14.60%', '4.00%', '2.50%', '6.20%', '41.58M', '22.05M', '16.19%', '11.93', '65.83', '-8.79%', '55.36%', '299.22K', '30,040', '2.89%', '33.63%', '40.32%'],
[['SANM'], '-', '2.59B', '264.00M', '6.99B', '28.11', '-', '-', '-', '37000', '2.20', '9.82', '9.19', '-', '0.37', '1.37', '-', '9.50', '1.40', '1.90', '0.18', '0.17', '-4.91%', '-3.12%', '-2.33%', '6.90%', '15.30%', '8.40%', '8.20%', '4.20%', '3.80%', '0.00%', '65.43M', '63.63M', '3.00%', '6.36', '50.67', '-14.41%', '55.92%', '300.66K', '46,137', '-6.31%', '38.59%', '20.60%'],
[['SBCF'], '-', '1.68B', '117.10M', '277.90M', '21.33', '27.24', '0.52', '1.65%', '965', '2.40', '15.00', '15.13', '1.67', '6.05', '1.48', '1.16', '16.28', '-', '-', '0.06', '0.06', '-3.38%', '-3.93%', '-10.72%', '1.30%', '10.30%', '16.80%', '-', '98.70%', '42.10%', '0.00%', '55.42M', '54.51M', '2.22%', '6.01', '35.80', '-26.31%', '77.41%', '201.30K', '39,897', '-17.83%', '66.81%', '7.33%'],
[['SBH'], '-', '1.91B', '241.90M', '3.84B', '1.97', '2.39', '-', '-', '30000', '2.60', '7.96', '7.00', '0.27', '0.50', '8.58', '7.08', '6.29', '0.60', '2.00', '6.22', '6.22', '-6.71%', '-13.77%', '-10.13%', '8.40%', '205.30%', '11.70%', '50.50%', '11.10%', '6.30%', '0.00%', '112.74M', '111.59M', '8.64%', '7.92', '24.33', '-35.70%', '99.40%', '1.22M', '69,604', '-17.67%', '53.87%', '29.68%'],
[['SBSI'], '-', '1.19B', '112.10M', '218.70M', '27.41', '4.82', '1.32', '3.61%', '832', '3.00', '10.78', '13.61', '5.39', '5.43', '1.34', '7.59', '11.70', '-', '-', '0.29', '0.29', '-3.96%', '-2.79%', '-3.62%', '1.60%', '12.90%', '15.50%', '-', '89.50%', '51.20%', '37.60%', '32.63M', '31.09M', '2.11%', '5.40', '39.25', '-18.35%', '51.97%', '121.71K', '18,107', '-8.38%', '42.57%', '17.98%'],
[['SCHL'], '-', '1.16B', '-11.00M', '1.30B', '34.43', '10.84', '0.60', '1.75%', '6800', '-', '-', '-', '-', '0.89', '0.99', '3.16', '361.87', '1.10', '1.50', '0.16', '0.01', '-1.40%', '-2.25%', '5.95%', '-0.50%', '-0.90%', '-1.10%', '48.70%', '-1.70%', '-0.80%', '-', '34.30M', '25.07M', '1.86%', '3.52', '26.00', '-18.16%', '76.17%', '132.35K', '13,156', '8.80%', '60.50%', '37.00%'],
[['SCL'], '-', '2.56B', '147.40M', '2.09B', '45.70', '5.53', '1.22', '1.09%', '2293', '2.30', '17.64', '15.33', '4.01', '1.22', '2.44', '20.16', '14.97', '1.20', '1.80', '0.23', '0.19', '-4.95%', '-5.77%', '-10.97%', '8.30%', '14.80%', '10.80%', '20.40%', '9.40%', '7.00%', '18.50%', '22.95M', '21.43M', '1.20%', '3.33', '141.50', '-21.03%', '3.81%', '77.38K', '7,758', '-13.88%', '-2.12%', '-6.53%'],
[['SCSC'], '-', '875.77M', '45.40M', '3.15B', '28.70', '2.45', '-', '-', '2200', '1.30', '19.36', '9.52', '1.38', '0.28', '1.19', '13.97', '6.32', '1.00', '1.70', '0.20', '0.19', '-4.32%', '10.23%', '14.00%', '0.70%', '1.60%', '5.60%', '11.10%', '2.00%', '0.30%', '0.00%', '25.48M', '24.95M', '1.02%', '2.39', '39.33', '-13.43%', '80.48%', '106.18K', '13,233', '10.50%', '78.80%', '29.83%'],
[['SCVL'], '-', '983.23M', '109.60M', '1.19B', '13.77', '5.62', '0.56', '1.66%', '2100', '1.70', '8.81', '10.21', '0.88', '0.83', '2.45', '6.00', '10.56', '1.00', '2.50', '0.00', '0.00', '-10.00%', '-6.34%', '11.98%', '15.70%', '32.40%', '5.30%', '36.30%', '12.50%', '9.20%', '5.90%', '28.32M', '16.25M', '12.89%', '5.96', '47.75', '-23.30%', '116.19%', '351.73K', '47,266', '18.02%', '78.32%', '72.18%'],
[['SEM'], '-', '4.71B', '415.10M', '5.99B', '9.47', '5.97', '0.12', '0.34%', '35100', '2.00', '10.99', '12.48', '0.59', '0.79', '3.70', '5.87', '8.52', '1.30', '1.30', '2.75', '2.74', '0.44%', '-5.46%', '0.65%', '5.30%', '37.10%', '10.50%', '16.40%', '13.50%', '6.90%', '3.90%', '130.40M', '111.03M', '2.87%', '4.30', '47.00', '-20.71%', '89.53%', '742.26K', '72,736', '-0.17%', '73.37%', '26.61%'],
[['SENEA'], '-', '414.99M', '119.00M', '1.41B', '65.01', '6.87', '-', '-', '3000', '-', '3.66', '-', '-', '0.29', '0.73', '6.94', '10.61', '0.70', '2.80', '0.22', '0.20', '-3.78%', '-8.87%', '-3.42%', '12.50%', '22.70%', '20.50%', '15.40%', '11.90%', '8.40%', '0.00%', '9.03M', '6.95M', '1.17%', '2.20', '-', '-25.46%', '33.36%', '37.07K', '4,402', '-13.04%', '34.40%', '19.55%'],
[['SFBS'], '-', '3.95B', '195.80M', '400.30M', '19.80', '59.68', '0.80', '1.08%', '493', '3.00', '20.59', '19.53', '-', '9.88', '3.75', '1.24', '23.42', '-', '-', '0.06', '0.06', '-1.15%', '0.93%', '20.56%', '1.60%', '19.40%', '23.70%', '-', '82.10%', '48.90%', '21.40%', '54.17M', '48.91M', '4.82%', '15.28', '70.33', '-3.87%', '125.31%', '154.21K', '12,493', '19.47%', '111.67%', '84.09%'],
[['SFNC'], '-', '3.06B', '261.20M', '695.20M', '28.04', '21.90', '0.72', '2.52%', '2923', '3.00', '11.94', '13.43', '2.39', '4.40', '1.02', '1.31', '14.12', '-', '-', '0.14', '0.14', '-4.23%', '-3.23%', '-2.57%', '1.20%', '8.80%', '16.90%', '-', '88.20%', '37.60%', '28.70%', '108.36M', '106.55M', '3.41%', '9.20', '30.20', '-18.58%', '83.42%', '395.14K', '67,988', '-8.45%', '76.71%', '32.52%'],
[['SGH'], '-', '1.21B', '8.20M', '1.33B', '11.21', '7.63', '-', '-', '1754', '1.70', '151.02', '8.56', '4.19', '0.91', '4.35', '6.40', '16.18', '1.10', '1.60', '1.35', '1.25', '-0.15%', '-0.58%', '4.75%', '0.90%', '3.00%', '5.00%', '18.60%', '3.10%', '0.60%', '0.00%', '24.04M', '23.18M', '10.08%', '3.86', '69.00', '-18.86%', '100.76%', '604.97K', '68,890', '5.74%', '81.41%', '29.63%'],
[['SHAK'], '-', '3.59B', '-21.70M', '630.70M', '10.66', '9.82', '-', '-', '7429', '2.70', '-', '241.29', '-', '5.70', '7.88', '8.55', '-', '3.50', '3.50', '0.60', '0.59', '-4.13%', '-10.41%', '-19.23%', '-1.70%', '-5.20%', '-10.60%', '42.00%', '-4.10%', '-3.40%', '-', '39.11M', '36.20M', '8.99%', '5.11', '101.43', '-40.92%', '28.78%', '637.11K', '140,051', '-31.41%', '23.23%', '-0.96%'],
[['SHEN'], '-', '1.48B', '7.90M', '233.70M', '13.77', '5.13', '0.34', '1.12%', '1139', '2.70', '192.15', '76.86', '7.88', '6.32', '2.20', '5.92', '7.62', '-', '1.20', '0.98', '0.00', '0.48%', '-3.55%', '-0.79%', '9.20%', '30.90%', '0.00%', '60.10%', '3.10%', '80.90%', '9.00%', '49.95M', '47.97M', '2.01%', '2.03', '43.00', '-22.73%', '22.63%', '476.47K', '22,044', '-1.56%', '2.06%', '11.55%'],
[['SHOO'], '-', '3.17B', '69.50M', '1.46B', '9.81', '3.79', '0.60', '1.51%', '2100', '2.60', '46.46', '15.86', '4.65', '2.17', '4.04', '10.46', '65.27', '2.20', '2.70', '0.00', '0.00', '-2.84%', '-5.56%', '-0.35%', '6.40%', '9.50%', '-3.10%', '40.10%', '6.50%', '5.10%', '32.10%', '78.90M', '76.90M', '5.37%', '5.41', '48.22', '-15.20%', '110.61%', '764.36K', '43,473', '3.79%', '92.62%', '12.34%'],
[['SIG'], '-', '4.34B', '592.40M', '6.96B', '29.52', '29.64', '0.72', '0.88%', '21700', '3.00', '7.96', '10.79', '1.14', '0.62', '2.77', '2.76', '2.74', '1.00', '2.10', '0.09', '0.09', '3.28%', '12.42%', '40.10%', '9.40%', '47.60%', '1.30%', '38.80%', '10.40%', '8.50%', '0.00%', '52.70M', '52.04M', '9.33%', '6.10', '86.00', '-9.10%', '385.81%', '795.28K', '159,015', '34.09%', '335.02%', '199.74%'],
[['SITC'], '-', '3.37B', '20.00M', '487.10M', '8.71', '0.27', '0.48', '3.05%', '323', '2.60', '169.25', '94.82', '-', '6.93', '1.81', '58.28', '20.46', '-', '-', '0.98', '0.98', '-2.90%', '-1.42%', '11.99%', '0.50%', '1.20%', '3.40%', '69.80%', '21.20%', '4.10%', '298.60%', '211.03M', '179.43M', '5.00%', '5.43', '17.02', '-6.99%', '133.23%', '1.65M', '148,994', '17.29%', '94.32%', '55.53%'],
[['SJI'], '-', '2.58B', '90.70M', '1.73B', '17.02', '0.77', '1.21', '5.32%', '1130', '2.10', '23.38', '13.54', '4.87', '1.49', '1.34', '29.37', '-', '0.80', '0.90', '1.74', '1.68', '-6.28%', '-9.19%', '-7.83%', '1.40%', '5.20%', '5.00%', '41.30%', '17.60%', '5.20%', '121.30%', '110.90M', '100.26M', '4.96%', '5.69', '29.33', '-22.54%', '24.18%', '873.05K', '60,130', '0.80%', '14.15%', '5.57%'],
[['SKT'], '-', '1.79B', '19.40M', '416.30M', '4.98', '1.05', '0.71', '4.06%', '262', '3.70', '85.37', '37.39', '12.74', '4.31', '3.51', '16.66', '8.71', '-', '-', '2.74', '2.74', '-0.33%', '-2.58%', '5.89%', '0.90%', '4.70%', '1.10%', '67.10%', '17.50%', '4.60%', '258.50%', '100.41M', '100.03M', '16.23%', '15.49', '15.63', '-24.73%', '203.24%', '1.05M', '176,854', '3.98%', '169.65%', '75.70%'],
[['SKYW'], '-', '2.31B', '85.10M', '2.24B', '44.67', '19.28', '-', '-', '12502', '1.90', '27.96', '11.54', '-', '1.03', '1.04', '2.42', '3.72', '0.90', '1.00', '1.34', '1.18', '0.98%', '7.46%', '-1.94%', '1.20%', '3.90%', '2.00%', '57.20%', '10.80%', '3.80%', '0.00%', '50.35M', '49.38M', '2.22%', '2.68', '62.00', '-25.06%', '67.01%', '409.79K', '54,441', '-19.51%', '35.21%', '15.75%'],
[['SLCA'], '-', '620.51M', '-26.50M', '955.50M', '8.58', '2.75', '-', '-', '2177', '2.80', '-', '-', '-', '0.65', '0.93', '2.92', '9.53', '2.30', '2.80', '1.94', '1.88', '-13.81%', '-21.11%', '-27.88%', '-0.20%', '-0.70%', '-4.40%', '38.10%', '6.50%', '-0.40%', '-', '74.34M', '72.65M', '6.12%', '5.59', '13.05', '-51.50%', '208.26%', '794.82K', '204,516', '-37.34%', '124.65%', '14.25%'],
[['SLP'], '-', '887.98M', '11.70M', '46.20M', '8.23', '5.89', '0.24', '0.55%', '129', '2.00', '76.67', '74.45', '5.11', '19.22', '5.31', '7.42', '89.70', '18.90', '18.90', '0.00', '0.00', '-6.56%', '-8.91%', '-30.34%', '6.70%', '7.30%', '6.00%', '77.30%', '27.60%', '25.30%', '40.50%', '20.11M', '15.65M', '13.51%', '16.29', '64.67', '-54.05%', '0.10%', '129.78K', '20,497', '-33.23%', '-32.61%', '-39.24%'],
[['SLQT'], '-', '2.32B', '131.00M', '937.80M', '4.13', '1.82', '-', '-', '1944', '2.20', '18.66', '10.06', '0.44', '2.48', '3.57', '8.11', '-', '4.50', '4.50', '0.68', '0.68', '12.65%', '-7.89%', '-38.33%', '10.00%', '20.80%', '14.10%', '71.10%', '20.80%', '14.00%', '0.00%', '163.44M', '102.81M', '5.12%', '1.74', '19.94', '-58.09%', '79.15%', '3.02M', '1,385,200', '-49.95%', '-33.72%', '-28.87%']
[['SM'], '-', '2.74B', '-737.70M', '1.61B', '13.12', '0.00', '0.02', '0.09%', '503', '2.60', '-', '10.10', '-', '1.70', '1.71', '-', '3.46', '0.30', '0.30', '1.41', '1.41', '9.53%', '11.34%', '33.09%', '-14.60%', '-39.20%', '-14.10%', '74.00%', '-39.10%', '-45.90%', '-', '118.36M', '106.33M', '9.52%', '3.64', '28.00', '-20.90%', '1485.82%', '2.78M', '739,040', '21.90%', '955.66%', '265.69%'],
[['SMP'], '-', '912.87M', '109.10M', '1.25B', '26.29', '1.28', '1.00', '2.36%', '4300', '1.50', '8.85', '10.33', '1.26', '0.73', '1.61', '33.20', '10.78', '0.60', '1.50', '0.24', '0.00', '-1.69%', '-2.21%', '-4.35%', '8.50%', '15.40%', '14.60%', '30.90%', '11.60%', '6.90%', '25.90%', '22.20M', '20.84M', '1.59%', '2.72', '55.67', '-24.42%', '6.91%', '121.69K', '27,785', '-3.51%', '-9.48%', '4.75%'],
[['SMPL'], '-', '3.35B', '66.00M', '968.00M', '12.20', '0.93', '-', '-', '300', '2.20', '53.00', '26.14', '2.58', '3.46', '2.84', '37.14', '27.44', '2.40', '3.20', '0.43', '0.43', '-1.88%', '-4.17%', '5.94%', '3.30%', '5.70%', '3.70%', '40.60%', '16.80%', '6.80%', '0.00%', '95.77M', '84.59M', '2.58%', '5.12', '40.45', '-10.45%', '85.15%', '426.94K', '27,811', '7.28%', '55.90%', '10.36%'],
[['SNBR'], '-', '2.22B', '201.60M', '2.15B', '-16.56', '0.09', '-', '-', '4679', '3.00', '12.91', '12.87', '0.64', '1.03', '-', '1008.91', '-', '0.10', '0.20', '-', '-', '-1.18%', '-5.63%', '-14.35%', '24.80%', '-75.80%', '733.20%', '62.30%', '11.60%', '9.40%', '0.00%', '24.37M', '22.50M', '16.42%', '8.52', '116.50', '-38.79%', '103.02%', '433.55K', '37,242', '-33.82%', '91.55%', '16.27%'],
[['SNEX'], '-', '1.29B', '181.20M', '44.97B', '46.84', '54.65', '-', '-', '3000', '-', '7.05', '9.33', '0.37', '0.03', '1.40', '1.20', '0.63', '-', '-', '6.78', '0.87', '-4.49%', '-2.04%', '1.31%', '1.20%', '21.80%', '2.80%', '3.40%', '0.50%', '0.40%', '0.00%', '19.24M', '16.78M', '0.86%', '2.90', '81.00', '-9.15%', '32.57%', '49.71K', '16,532', '-0.05%', '26.70%', '12.87%'],
[['SPNT'], '-', '1.51B', '383.40M', '1.65B', '15.61', '6.38', '-', '-', '43', '3.00', '2.78', '6.90', '0.19', '0.91', '0.60', '1.46', '27.26', '-', '-', '0.34', '0.34', '-3.60%', '-4.81%', '-8.80%', '5.60%', '19.50%', '9.90%', '-', '28.00%', '23.20%', '0.00%', '158.83M', '141.81M', '1.36%', '3.57', '-', '-20.35%', '35.91%', '538.20K', '83,142', '-11.49%', '18.88%', '-2.10%'],
[['SPPI'], '-', '382.31M', '-184.00M', '-', '0.70', '1.01', '-', '-', '176', '2.20', '-', '-', '-', '-', '3.47', '2.41', '-', '2.90', '2.90', '0.00', '0.00', '3.90%', '-11.95%', '-29.92%', '-88.30%', '-130.50%', '-', '-', '-', '-', '-', '155.24M', '137.35M', '11.37%', '5.42', '-', '-54.29%', '11.66%', '2.88M', '3,480,809', '-30.97%', '-46.94%', '-28.74%']
[['SPSC'], '-', '5.35B', '45.30M', '347.50M', '12.67', '6.54', '-', '-', '1572', '2.00', '121.33', '73.96', '8.09', '15.39', '11.83', '22.91', '59.69', '3.50', '3.50', '0.00', '0.00', '8.29%', '24.61%', '38.98%', '8.50%', '10.60%', '10.20%', '67.30%', '15.50%', '13.00%', '0.00%', '35.90M', '35.72M', '2.30%', '4.96', '138.57', '-1.72%', '110.62%', '165.49K', '29,593', '46.69%', '105.77%', '37.99%'],
[['SPTN'], '-', '742.73M', '66.90M', '9.07B', '21.58', '0.67', '0.80', '3.87%', '10800', '2.40', '10.83', '10.67', '-', '0.08', '0.96', '30.82', '9.57', '0.70', '1.50', '0.60', '0.59', '-3.19%', '2.12%', '5.52%', '2.90%', '9.00%', '7.60%', '15.60%', '1.10%', '0.70%', '41.00%', '35.05M', '34.90M', '9.82%', '11.29', '22.67', '-12.62%', '30.10%', '303.69K', '31,628', '3.30%', '20.82%', '18.67%'],
[['SPXC'], '-', '2.50B', '83.30M', '1.40B', '16.09', '1.51', '-', '-', '4500', '1.50', '30.19', '18.61', '2.52', '1.78', '3.38', '36.16', '15.37', '1.10', '1.30', '0.57', '0.33', '-11.24%', '-14.46%', '-9.93%', '5.90%', '20.90%', '11.10%', '32.60%', '7.00%', '9.70%', '0.00%', '45.27M', '44.58M', '1.03%', '3.08', '75.00', '-20.96%', '30.00%', '149.60K', '15,688', '-8.59%', '26.50%', '-0.15%'],
[['SRDX'], '-', '806.98M', '1.60M', '103.70M', '10.18', '4.91', '-', '-', '370', '1.50', '572.06', '63.42', '57.21', '7.78', '5.73', '11.88', '67.81', '5.00', '5.30', '0.00', '0.00', '-3.29%', '0.04%', '7.32%', '0.90%', '1.20%', '1.00%', '83.70%', '5.00%', '1.50%', '0.00%', '13.84M', '13.40M', '2.44%', '8.22', '76.25', '-10.44%', '58.57%', '39.82K', '23,078', '8.10%', '53.63%', '34.08%'],
[['SSP'], '-', '1.43B', '155.10M', '2.19B', '17.50', '1.06', '0.20', '1.13%', '5400', '2.40', '9.39', '4.88', '0.94', '0.65', '1.01', '16.62', '6.56', '1.50', '1.50', '2.26', '2.25', '-4.32%', '-8.27%', '-10.13%', '5.20%', '22.50%', '6.10%', '74.60%', '23.30%', '13.10%', '2.80%', '82.38M', '57.99M', '4.42%', '9.38', '25.86', '-31.68%', '89.16%', '273.19K', '50,184', '-21.98%', '48.20%', '15.63%'],
[['SSTK'], '-', '4.30B', '107.40M', '719.40M', '12.72', '11.41', '0.84', '0.70%', '967', '1.70', '41.16', '35.78', '3.06', '5.97', '9.38', '10.46', '23.70', '1.70', '1.70', '0.00', '0.00', '4.07%', '9.78%', '30.82%', '14.50%', '25.00%', '16.00%', '64.40%', '17.80%', '14.90%', '25.70%', '36.57M', '23.64M', '5.78%', '5.82', '126.00', '-1.97%', '134.64%', '234.69K', '35,588', '31.59%', '127.91%', '66.40%'],
[['STAR'], '-', '2.02B', '-41.10M', '479.90M', '11.14', '2.03', '0.50', '1.89%', '143', '2.20', '-', '36.90', '-', '4.21', '2.38', '13.04', '-', '-', '-', '4.24', '4.12', '1.02%', '4.80%', '37.57%', '-0.90%', '-4.80%', '-1.70%', '56.60%', '-11.50%', '-8.60%', '-', '72.87M', '68.68M', '23.61%', '21.23', '32.75', '-2.23%', '135.27%', '763.71K', '107,415', '47.57%', '112.36%', '78.18%'],
[['STBA'], '-', '1.08B', '100.70M', '298.80M', '30.44', '-', '1.12', '3.96%', '1174', '2.80', '10.97', '11.29', '1.10', '3.63', '0.93', '-', '6.59', '-', '-', '0.07', '0.07', '-6.52%', '-8.03%', '-9.90%', '1.10%', '8.70%', '12.00%', '-', '77.10%', '33.70%', '43.40%', '39.05M', '38.43M', '1.50%', '5.06', '32.13', '-24.10%', '60.01%', '114.04K', '13,074', '-17.00%', '49.29%', '13.77%'],
[['STC'], '-', '1.62B', '264.60M', '2.84B', '42.17', '14.92', '1.32', '2.18%', '5800', '2.00', '6.08', '9.73', '1.22', '0.57', '1.43', '4.05', '5.11', '-', '-', '0.11', '0.11', '-3.51%', '0.14%', '7.87%', '13.20%', '25.70%', '15.60%', '-', '12.90%', '9.30%', '12.60%', '26.80M', '26.51M', '1.94%', '3.72', '77.00', '-7.77%', '49.77%', '138.25K', '11,274', '15.56%', '38.46%', '25.00%'],
[['STMP'], '-', '6.11B', '118.90M', '780.10M', '52.43', '29.70', '-', '-', '1482', '2.70', '54.87', '38.02', '3.66', '7.83', '6.27', '11.07', '21.82', '2.20', '2.20', '0.01', '0.00', '0.17%', '0.61%', '40.03%', '9.10%', '12.30%', '18.20%', '77.40%', '15.80%', '15.20%', '0.00%', '18.30M', '17.89M', '6.16%', '2.66', '330.00', '-0.22%', '106.51%', '415.13K', '91,041', '69.47%', '54.35%', '67.54%'],
[['STRA'], '-', '1.76B', '46.40M', '1.10B', '72.29', '10.72', '2.40', '3.39%', '3679', '2.00', '36.50', '12.07', '6.08', '1.60', '0.98', '6.61', '32.82', '1.60', '1.60', '0.08', '0.08', '-8.77%', '-7.67%', '-16.58%', '2.00%', '2.70%', '4.30%', '47.10%', '5.30%', '4.20%', '122.70%', '23.98M', '22.32M', '6.57%', '4.75', '95.60', '-31.55%', '0.12%', '308.76K', '37,033', '-19.00%', '-24.42%', '-25.64%'],
[['SUPN'], '-', '1.45B', '100.20M', '571.00M', '14.82', '7.74', '-', '-', '563', '2.00', '14.71', '21.82', '8.70', '2.53', '1.84', '3.53', '12.24', '2.00', '2.30', '0.47', '0.47', '1.59%', '2.00%', '-3.37%', '6.60%', '13.40%', '11.70%', '86.00%', '25.60%', '17.50%', '0.00%', '53.01M', '51.00M', '14.49%', '17.07', '35.00', '-21.23%', '57.03%', '432.94K', '48,191', '4.36%', '21.35%', '8.43%'],
[['SVC'], '-', '1.79B', '-526.50M', '1.20B', '11.03', '5.57', '0.04', '0.37%', '-', '2.80', '-', '-', '-', '1.48', '0.98', '1.95', '-', '-', '-', '3.93', '3.93', '-4.20%', '-5.98%', '-11.21%', '-5.80%', '-26.10%', '-0.20%', '30.40%', '-17.60%', '-43.70%', '-', '164.51M', '162.66M', '2.19%', '2.99', '13.33', '-30.93%', '57.02%', '1.19M', '179,667', '-15.19%', '28.75%', '-5.48%'],
[['SWM'], '-', '1.08B', '63.60M', '1.22B', '21.03', '2.13', '1.76', '5.05%', '3600', '1.00', '17.12', '8.86', '3.42', '0.88', '1.66', '16.32', '23.69', '1.40', '2.40', '1.96', '1.93', '-7.55%', '-10.19%', '-19.44%', '3.50%', '9.80%', '8.90%', '26.80%', '9.00%', '5.20%', '85.60%', '31.41M', '31.05M', '1.42%', '3.92', '60.00', '-33.43%', '26.49%', '112.86K', '16,058', '-26.46%', '18.03%', '-13.40%'],
[['SXC'], '-', '542.23M', '0.00M', '1.34B', '5.64', '0.60', '0.24', '3.79%', '841', '2.00', '-', '11.83', '-', '0.41', '1.12', '10.49', '4.40', '0.70', '1.60', '1.39', '1.39', '-11.55%', '-12.87%', '-7.15%', '0.00%', '0.00%', '5.70%', '22.60%', '4.50%', '0.00%', '-', '83.00M', '82.30M', '2.95%', '2.69', '9.50', '-25.35%', '85.93%', '902.41K', '307,284', '-9.44%', '75.35%', '45.52%'],
[['SXI'], '-', '1.16B', '37.50M', '656.20M', '41.96', '11.44', '0.96', '0.98%', '3900', '1.70', '31.89', '16.77', '3.19', '1.77', '2.33', '8.54', '23.10', '2.00', '2.60', '0.39', '0.39', '-2.02%', '1.03%', '2.83%', '3.80%', '7.40%', '6.20%', '36.80%', '9.00%', '5.60%', '31.30%', '12.07M', '11.89M', '1.55%', '2.98', '131.67', '-11.73%', '72.50%', '61.75K', '12,115', '-1.23%', '63.74%', '25.99%'],
[['TALO'], '-', '1.08B', '-730.00M', '882.50M', '8.39', '0.79', '-', '-', '414', '1.60', '-', '8.80', '-', '1.23', '1.55', '16.54', '-', '0.50', '0.50', '1.51', '1.46', '1.12%', '5.44%', '3.97%', '-25.00%', '-78.90%', '-23.10%', '69.90%', '-18.60%', '-82.70%', '-', '81.82M', '52.52M', '4.76%', '2.56', '17.44', '-34.87%', '128.76%', '978.89K', '151,470', '1.24%', '94.05%', '58.25%'],
[['TBBK'], '-', '1.32B', '102.40M', '221.30M', '10.82', '10.23', '-', '-', '635', '1.50', '13.20', '10.79', '1.10', '5.97', '2.11', '2.23', '6.77', '-', '-', '0.25', '0.22', '-7.04%', '-5.50%', '5.52%', '1.50%', '17.50%', '21.90%', '-', '93.90%', '46.50%', '0.00%', '57.23M', '52.05M', '3.44%', '5.13', '28.50', '-16.14%', '181.64%', '348.62K', '92,127', '-3.09%', '140.48%', '67.55%'],
[['TBI'], '-', '991.93M', '39.20M', '1.97B', '13.36', '3.00', '-', '-', '5200', '1.70', '25.28', '13.17', '2.53', '0.50', '2.12', '9.43', '16.23', '1.60', '1.60', '0.19', '0.06', '-1.02%', '0.69%', '11.72%', '4.10%', '8.90%', '-27.10%', '24.30%', '2.40%', '2.00%', '0.00%', '34.82M', '34.79M', '1.26%', '2.81', '33.00', '-10.60%', '78.85%', '156.54K', '32,950', '30.41%', '73.16%', '51.20%'],
[['TBK'], '-', '2.07B', '113.60M', '355.30M', '30.23', '18.38', '-', '-', '1165', '2.40', '18.58', '21.34', '1.55', '5.83', '2.78', '4.58', '16.81', '-', '-', '0.37', '0.28', '0.16%', '3.89%', '9.92%', '1.90%', '16.30%', '25.10%', '-', '95.60%', '32.00%', '0.00%', '24.72M', '23.42M', '4.50%', '7.33', '97.29', '-15.77%', '205.73%', '143.94K', '49,268', '1.99%', '191.52%', '73.41%'],
[['TCMD'], '-', '832.60M', '13.60M', '202.20M', '6.74', '3.27', '-', '-', '707', '1.20', '64.64', '55.38', '12.93', '4.12', '6.66', '13.72', '120.67', '4.00', '4.80', '0.00', '0.00', '1.98%', '-1.81%', '-12.81%', '7.90%', '11.00%', '-0.60%', '46.40%', '2.30%', '6.70%', '0.00%', '19.69M', '18.88M', '8.66%', '15.72', '70.00', '-32.33%', '44.08%', '103.98K', '11,145', '-15.72%', '37.57%', '-0.18%'],
[['TG'], '-', '413.17M', '19.80M', '779.70M', '4.27', '0.56', '0.48', '3.79%', '2400', '-', '21.62', '-', '0.99', '0.53', '2.97', '22.58', '-', '0.90', '1.40', '0.82', '0.82', '-3.24%', '-3.15%', '-15.88%', '-6.40%', '-20.70%', '22.80%', '22.30%', '8.30%', '-4.40%', '-', '33.59M', '25.76M', '2.00%', '3.07', '-', '-32.35%', '23.72%', '167.73K', '34,028', '-22.60%', '10.18%', '-24.13%'],
[['TGI'], '-', '1.14B', '-205.50M', '1.77B', '-12.85', '3.66', '-', '-', '1247', '2.60', '-', '15.04', '-', '0.64', '-', '4.81', '-', '1.10', '1.80', '-', '-', '-4.09%', '-6.68%', '2.23%', '-8.90%', '21.70%', '-28.90%', '22.30%', '-3.50%', '-11.60%', '-', '64.30M', '63.53M', '4.44%', '4.45', '21.44', '-23.73%', '190.60%', '634.42K', '112,646', '-9.23%', '105.37%', '40.13%'],
